external_gene_name	description	uniprotswissprot	uniprot_gn_symbol
PHRF1	PHD and ring finger domains 1 [Source:HGNC Symbol;Acc:HGNC:24351]	Q9P1Y6	KIAA1542
PHRF1	PHD and ring finger domains 1 [Source:HGNC Symbol;Acc:HGNC:24351]	Q9P1Y6	PHRF1
SERF1B	small EDRK-rich factor 1B [Source:HGNC Symbol;Acc:HGNC:10756]	O75920	SERF1A
SERF1B	small EDRK-rich factor 1B [Source:HGNC Symbol;Acc:HGNC:10756]	O75920	SERF1B
SERF1B	small EDRK-rich factor 1B [Source:HGNC Symbol;Acc:HGNC:10756]		SERF1A
SERF1B	small EDRK-rich factor 1B [Source:HGNC Symbol;Acc:HGNC:10756]		SERF1B
GOLGA8F	golgin A8 family member F [Source:HGNC Symbol;Acc:HGNC:32378]		GOLGA8F
LMNTD2	lamin tail domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28561]	Q8IXW0	LMNTD2
LMNTD2	lamin tail domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28561]		LMNTD2
NDUFA6	NADH:ubiquinone oxidoreductase subunit A6 [Source:HGNC Symbol;Acc:HGNC:7690]	P56556	NDUFA6
NDUFA6	NADH:ubiquinone oxidoreductase subunit A6 [Source:HGNC Symbol;Acc:HGNC:7690]		NDUFA6
SMDT1	single-pass membrane protein with aspartate rich tail 1 [Source:HGNC Symbol;Acc:HGNC:25055]		SMDT1
MUC20	mucin 20, cell surface associated [Source:HGNC Symbol;Acc:HGNC:23282]		MUC20
SMDT1	single-pass membrane protein with aspartate rich tail 1 [Source:HGNC Symbol;Acc:HGNC:25055]	Q9H4I9	SMDT1
NAIP	NLR family apoptosis inhibitory protein [Source:HGNC Symbol;Acc:HGNC:7634]		NAIP
CYP2D6	cytochrome P450 family 2 subfamily D member 6 [Source:HGNC Symbol;Acc:HGNC:2625]		CYP2D6
			CYP2D6
	ovostatin 2		
GOLGA8G	golgin A8 family member G [Source:HGNC Symbol;Acc:HGNC:25328]		GOLGA8G
TNFRSF14	TNF receptor superfamily member 14 [Source:HGNC Symbol;Acc:HGNC:11912]		TNFRSF14
ABR	ABR activator of RhoGEF and GTPase [Source:HGNC Symbol;Acc:HGNC:81]		ABR
RNH1	ribonuclease/angiogenin inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:10074]	P13489	RNH1
SINHCAF	SIN3-HDAC complex associated factor [Source:HGNC Symbol;Acc:HGNC:30702]	Q9NP50	SINHCAF
TCF20	transcription factor 20 [Source:HGNC Symbol;Acc:HGNC:11631]	Q9UGU0	TCF20
CYP2D6	cytochrome P450 family 2 subfamily D member 6 [Source:HGNC Symbol;Acc:HGNC:2625]	P10635	CYP2D6
MCCC2	methylcrotonyl-CoA carboxylase subunit 2 [Source:HGNC Symbol;Acc:HGNC:6937]		MCCC2
TCF20	transcription factor 20 [Source:HGNC Symbol;Acc:HGNC:11631]		TCF20
KCNQ2	potassium voltage-gated channel subfamily Q member 2 [Source:HGNC Symbol;Acc:HGNC:6296]		KCNQ2
SINHCAF	SIN3-HDAC complex associated factor [Source:HGNC Symbol;Acc:HGNC:30702]		SINHCAF
HERC2	HECT and RLD domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:4868]		HERC2
RNH1	ribonuclease/angiogenin inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:10074]		RNH1
ABR	ABR activator of RhoGEF and GTPase [Source:HGNC Symbol;Acc:HGNC:81]	Q12979	ABR
TNFRSF14	TNF receptor superfamily member 14 [Source:HGNC Symbol;Acc:HGNC:11912]	Q92956	TNFRSF14
			RPL41
CYP2D7	cytochrome P450 family 2 subfamily D member 7 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:2624]		CYP2D7
TTC34	tetratricopeptide repeat domain 34 [Source:HGNC Symbol;Acc:HGNC:34297]	A8MYJ7	TTC34
MMEL1	membrane metalloendopeptidase like 1 [Source:HGNC Symbol;Acc:HGNC:14668]		MMEL1
DRD4	dopamine receptor D4 [Source:HGNC Symbol;Acc:HGNC:3025]	P21917	DRD4
OR11A1	olfactory receptor family 11 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:8176]	Q9GZK7	OR11A1
OR2B3	olfactory receptor family 2 subfamily B member 3 [Source:HGNC Symbol;Acc:HGNC:8238]	O76000	OR2B3
BDP1	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB [Source:HGNC Symbol;Acc:HGNC:13652]		BDP1
DEAF1	DEAF1 transcription factor [Source:HGNC Symbol;Acc:HGNC:14677]		DEAF1
TIMM22	translocase of inner mitochondrial membrane 22 [Source:HGNC Symbol;Acc:HGNC:17317]	Q9Y584	TIMM22
NXN	nucleoredoxin [Source:HGNC Symbol;Acc:HGNC:18008]		NXN
MUC20	mucin 20, cell surface associated [Source:HGNC Symbol;Acc:HGNC:23282]	Q8N307	MUC20
OR2T6	olfactory receptor family 2 subfamily T member 6 [Source:HGNC Symbol;Acc:HGNC:15018]	Q8NHC8	OR2T6
OR2T2	olfactory receptor family 2 subfamily T member 2 [Source:HGNC Symbol;Acc:HGNC:14725]	Q6IF00	OR2T2
OR2J3	olfactory receptor family 2 subfamily J member 3 [Source:HGNC Symbol;Acc:HGNC:8261]	O76001	OR2J3
OR2T4	olfactory receptor family 2 subfamily T member 4 [Source:HGNC Symbol;Acc:HGNC:15016]	Q8NH00	OR2T4
OR5V1	olfactory receptor family 5 subfamily V member 1 [Source:HGNC Symbol;Acc:HGNC:13972]	Q9UGF6	OR5V1
OR2T7	olfactory receptor family 2 subfamily T member 7 [Source:HGNC Symbol;Acc:HGNC:15019]	P0C7T2	OR2T7
IRF7	interferon regulatory factor 7 [Source:HGNC Symbol;Acc:HGNC:6122]		IRF7
OR2T1	olfactory receptor family 2 subfamily T member 1 [Source:HGNC Symbol;Acc:HGNC:8277]	O43869	OR2T1
OR2T3	olfactory receptor family 2 subfamily T member 3 [Source:HGNC Symbol;Acc:HGNC:14727]	Q8NH03	OR2T3
OR14J1	olfactory receptor family 14 subfamily J member 1 [Source:HGNC Symbol;Acc:HGNC:13971]	Q9UGF5	OR14J1
OR2T5	olfactory receptor family 2 subfamily T member 5 [Source:HGNC Symbol;Acc:HGNC:15017]	Q6IEZ7	OR2T5
LILRA4	leukocyte immunoglobulin like receptor A4 [Source:HGNC Symbol;Acc:HGNC:15503]	P59901	LILRA4
SMN1	survival of motor neuron 1, telomeric [Source:HGNC Symbol;Acc:HGNC:11117]		SMN1
SMN1	survival of motor neuron 1, telomeric [Source:HGNC Symbol;Acc:HGNC:11117]		SMN2
IRF7	interferon regulatory factor 7 [Source:HGNC Symbol;Acc:HGNC:6122]	Q92985	IRF7
LY6G6F	lymphocyte antigen 6 family member G6F [Source:HGNC Symbol;Acc:HGNC:13933]	Q5SQ64	LY6G6F
LY6G6F	lymphocyte antigen 6 family member G6F [Source:HGNC Symbol;Acc:HGNC:13933]	Q5SQ64	LY6G6
HLA-G	major histocompatibility complex, class I, G [Source:HGNC Symbol;Acc:HGNC:4964]		HLA-G
HLA-G	major histocompatibility complex, class I, G [Source:HGNC Symbol;Acc:HGNC:4964]		HLA-G3
SMN1	survival of motor neuron 1, telomeric [Source:HGNC Symbol;Acc:HGNC:11117]	Q16637	SMN1
SMN1	survival of motor neuron 1, telomeric [Source:HGNC Symbol;Acc:HGNC:11117]	Q16637	SMN2
HLA-G	major histocompatibility complex, class I, G [Source:HGNC Symbol;Acc:HGNC:4964]	P17693	HLA-G
HLA-G	major histocompatibility complex, class I, G [Source:HGNC Symbol;Acc:HGNC:4964]	P17693	HLA-G3
OR8U9	olfactory receptor family 8 subfamily U member 9 [Source:HGNC Symbol;Acc:HGNC:29166]	P0C7N5	OR8U9
MMEL1	membrane metalloendopeptidase like 1 [Source:HGNC Symbol;Acc:HGNC:14668]	Q495T6	MMEL1
OR8J2	olfactory receptor family 8 subfamily J member 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15311]		
PSORS1C1	psoriasis susceptibility 1 candidate 1 [Source:HGNC Symbol;Acc:HGNC:17202]	Q9UIG5	PSORS1C1
OR8U8	olfactory receptor family 8 subfamily U member 8 [Source:HGNC Symbol;Acc:HGNC:27538]		
PSORS1C1	psoriasis susceptibility 1 candidate 1 [Source:HGNC Symbol;Acc:HGNC:17202]		PSORS1C1
OR5T3	olfactory receptor family 5 subfamily T member 3 [Source:HGNC Symbol;Acc:HGNC:15297]	Q8NGG3	OR5T3
OR2W1	olfactory receptor family 2 subfamily W member 1 [Source:HGNC Symbol;Acc:HGNC:8281]	Q9Y3N9	OR2W1
OR5T2	olfactory receptor family 5 subfamily T member 2 [Source:HGNC Symbol;Acc:HGNC:15296]	Q8NGG2	OR5T2
OR8K3	olfactory receptor family 8 subfamily K member 3 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15313]	Q8NH51	OR8K3
OR8H1	olfactory receptor family 8 subfamily H member 1 [Source:HGNC Symbol;Acc:HGNC:14824]	Q8NGG4	OR8H1
	Novel priotein, similar to killer cell immunoglobulin-like receptor protein		
OR8H1	olfactory receptor family 8 subfamily H member 1 [Source:HGNC Symbol;Acc:HGNC:14824]		OR8H1
OR5T1	olfactory receptor family 5 subfamily T member 1 [Source:HGNC Symbol;Acc:HGNC:14821]	Q8NG75	OR5T1
OR8K1	olfactory receptor family 8 subfamily K member 1 [Source:HGNC Symbol;Acc:HGNC:14831]	Q8NGG5	OR8K1
OR8J1	olfactory receptor family 8 subfamily J member 1 [Source:HGNC Symbol;Acc:HGNC:14855]	Q8NGP2	OR8J1
SERF1A	small EDRK-rich factor 1A [Source:HGNC Symbol;Acc:HGNC:10755]	O75920	SERF1A
SERF1A	small EDRK-rich factor 1A [Source:HGNC Symbol;Acc:HGNC:10755]	O75920	SERF1B
PPP1R11	protein phosphatase 1 regulatory inhibitor subunit 11 [Source:HGNC Symbol;Acc:HGNC:9285]		PPP1R11
KRTAP5-5	keratin associated protein 5-5 [Source:HGNC Symbol;Acc:HGNC:23601]	Q701N2	KRTAP5-5
NEU1	neuraminidase 1 [Source:HGNC Symbol;Acc:HGNC:7758]		NEU1
SERF1A	small EDRK-rich factor 1A [Source:HGNC Symbol;Acc:HGNC:10755]		SERF1A
SERF1A	small EDRK-rich factor 1A [Source:HGNC Symbol;Acc:HGNC:10755]		SERF1B
PPP1R11	protein phosphatase 1 regulatory inhibitor subunit 11 [Source:HGNC Symbol;Acc:HGNC:9285]	O60927	PPP1R11
ZNF311	zinc finger protein 311 [Source:HGNC Symbol;Acc:HGNC:13847]	Q5JNZ3	ZNF311
MAS1L	MAS1 proto-oncogene like, G protein-coupled receptor [Source:HGNC Symbol;Acc:HGNC:13961]	P35410	MAS1L
MAS1L	MAS1 proto-oncogene like, G protein-coupled receptor [Source:HGNC Symbol;Acc:HGNC:13961]	P35410	MGRH
OR2H2	olfactory receptor family 2 subfamily H member 2 [Source:HGNC Symbol;Acc:HGNC:8253]	O95918	OR2H2
LAIR1	leukocyte associated immunoglobulin like receptor 1 [Source:HGNC Symbol;Acc:HGNC:6477]		LAIR1
LINC01556	long intergenic non-protein coding RNA 1556 [Source:HGNC Symbol;Acc:HGNC:21195]	Q5JQF7	LINC01556
CLK2	CDC like kinase 2 [Source:HGNC Symbol;Acc:HGNC:2069]	P49760	CLK2
LTB	lymphotoxin beta [Source:HGNC Symbol;Acc:HGNC:6711]	Q06643	LTB
ZFP57	ZFP57 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:18791]	Q9NU63	ZFP57
LAIR1	leukocyte associated immunoglobulin like receptor 1 [Source:HGNC Symbol;Acc:HGNC:6477]	Q6GTX8	LAIR1
KIR3DX1	killer cell immunoglobulin like receptor, three Ig domains X1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:25043]	Q9H7L2	KIR3DX1
KIR3DX1	killer cell immunoglobulin like receptor, three Ig domains X1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:25043]		KIR3DX1
CLK2	CDC like kinase 2 [Source:HGNC Symbol;Acc:HGNC:2069]		CLK2
APOM	apolipoprotein M [Source:HGNC Symbol;Acc:HGNC:13916]		APOM
PANK4	pantothenate kinase 4 (inactive) [Source:HGNC Symbol;Acc:HGNC:19366]	Q9NVE7	PANK4
HRAS	HRas proto-oncogene, GTPase [Source:HGNC Symbol;Acc:HGNC:5173]	P01112	HRAS
NEU1	neuraminidase 1 [Source:HGNC Symbol;Acc:HGNC:7758]	Q99519	NEU1
PANK4	pantothenate kinase 4 (inactive) [Source:HGNC Symbol;Acc:HGNC:19366]		PANK4
HRAS	HRas proto-oncogene, GTPase [Source:HGNC Symbol;Acc:HGNC:5173]		HRAS
APOM	apolipoprotein M [Source:HGNC Symbol;Acc:HGNC:13916]	O95445	APOM
SNTB2	syntrophin beta 2 [Source:HGNC Symbol;Acc:HGNC:11169]		SNTB2
RPS9	ribosomal protein S9 [Source:HGNC Symbol;Acc:HGNC:10442]	P46781	RPS9
PSMB9	proteasome 20S subunit beta 9 [Source:HGNC Symbol;Acc:HGNC:9546]		PSMB9
TRIM10	tripartite motif containing 10 [Source:HGNC Symbol;Acc:HGNC:10072]	Q9UDY6	TRIM10
RASSF7	Ras association domain family member 7 [Source:HGNC Symbol;Acc:HGNC:1166]		RASSF7
PKLR	pyruvate kinase L/R [Source:HGNC Symbol;Acc:HGNC:9020]	P30613	PKLR
UTP4	UTP4 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:1983]		UTP4
LILRB2	leukocyte immunoglobulin like receptor B2 [Source:HGNC Symbol;Acc:HGNC:6606]	Q8N423	LILRB2
			LOC389834
PSMB9	proteasome 20S subunit beta 9 [Source:HGNC Symbol;Acc:HGNC:9546]	P28065	PSMB9
PKLR	pyruvate kinase L/R [Source:HGNC Symbol;Acc:HGNC:9020]		PKLR
MBOAT7	membrane bound O-acyltransferase domain containing 7 [Source:HGNC Symbol;Acc:HGNC:15505]		MBOAT7
PLCH2	phospholipase C eta 2 [Source:HGNC Symbol;Acc:HGNC:29037]	O75038	PLCH2
RPS9	ribosomal protein S9 [Source:HGNC Symbol;Acc:HGNC:10442]		RPS9
RASSF7	Ras association domain family member 7 [Source:HGNC Symbol;Acc:HGNC:1166]	Q02833	RASSF7
LILRB2	leukocyte immunoglobulin like receptor B2 [Source:HGNC Symbol;Acc:HGNC:6606]		LILRB2
GNL1	G protein nucleolar 1 (putative) [Source:HGNC Symbol;Acc:HGNC:4413]	P36915	GNL1
GNL1	G protein nucleolar 1 (putative) [Source:HGNC Symbol;Acc:HGNC:4413]		GNL1
PPP1R10	protein phosphatase 1 regulatory subunit 10 [Source:HGNC Symbol;Acc:HGNC:9284]	Q96QC0	PPP1R10
LAIR2	leukocyte associated immunoglobulin like receptor 2 [Source:HGNC Symbol;Acc:HGNC:6478]	Q6ISS4	LAIR2
LAIR2	leukocyte associated immunoglobulin like receptor 2 [Source:HGNC Symbol;Acc:HGNC:6478]		LAIR2
HES5	hes family bHLH transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:19764]	Q5TA89	HES5
UTP4	UTP4 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:1983]	Q969X6	UTP4
SCAMP3	secretory carrier membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:10565]	O14828	SCAMP3
VSTM1	V-set and transmembrane domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29455]	Q6UX27	VSTM1
MBOAT7	membrane bound O-acyltransferase domain containing 7 [Source:HGNC Symbol;Acc:HGNC:15505]	Q96N66	MBOAT7
VSTM1	V-set and transmembrane domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29455]		VSTM1
MRPS18B	mitochondrial ribosomal protein S18B [Source:HGNC Symbol;Acc:HGNC:14516]	Q9Y676	MRPS18B
MRPS18B	mitochondrial ribosomal protein S18B [Source:HGNC Symbol;Acc:HGNC:14516]		MRPS18B
NLRP2	NLR family pyrin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:22948]	Q9NX02	NLRP2
MUC4	mucin 4, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7514]		MUC4
CTSO	cathepsin O [Source:HGNC Symbol;Acc:HGNC:2542]	P43234	CTSO
UGT2A3	UDP glucuronosyltransferase family 2 member A3 [Source:HGNC Symbol;Acc:HGNC:28528]	Q6UWM9	UGT2A3
ASIC5	acid sensing ion channel subunit family member 5 [Source:HGNC Symbol;Acc:HGNC:17537]		ASIC5
UGT2A3	UDP glucuronosyltransferase family 2 member A3 [Source:HGNC Symbol;Acc:HGNC:28528]		UGT2A3
TDO2	tryptophan 2,3-dioxygenase [Source:HGNC Symbol;Acc:HGNC:11708]		TDO2
LILRB4	leukocyte immunoglobulin like receptor B4 [Source:HGNC Symbol;Acc:HGNC:6608]		LILRB4
PRXL2B	peroxiredoxin like 2B [Source:HGNC Symbol;Acc:HGNC:28390]		PRXL2B
UGT2B10	UDP glucuronosyltransferase family 2 member B10 [Source:HGNC Symbol;Acc:HGNC:12544]	P36537	UGT2B10
CNOT3	CCR4-NOT transcription complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:7879]	O75175	CNOT3
TDO2	tryptophan 2,3-dioxygenase [Source:HGNC Symbol;Acc:HGNC:11708]	P48775	TDO2
C4B_2	complement component 4B (Chido blood group), copy 2 [Source:HGNC Symbol;Acc:HGNC:42398]	P0C0L5	C4B
C4B_2	complement component 4B (Chido blood group), copy 2 [Source:HGNC Symbol;Acc:HGNC:42398]	P0C0L5	C4B_2
NRM	nurim [Source:HGNC Symbol;Acc:HGNC:8003]		NRM
LY6G5C	lymphocyte antigen 6 family member G5C [Source:HGNC Symbol;Acc:HGNC:13932]	Q5SRR4	LY6G5C
NDUFA3	NADH:ubiquinone oxidoreductase subunit A3 [Source:HGNC Symbol;Acc:HGNC:7686]		NDUFA3
UGT2B15	UDP glucuronosyltransferase family 2 member B15 [Source:HGNC Symbol;Acc:HGNC:12546]		UGT2B15
LY6G5C	lymphocyte antigen 6 family member G5C [Source:HGNC Symbol;Acc:HGNC:13932]		LY6G5C
CNOT3	CCR4-NOT transcription complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:7879]		CNOT3
ATAT1	alpha tubulin acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:21186]	Q5SQI0	ATAT1
		Q8WZ33	MAFIP
NRM	nurim [Source:HGNC Symbol;Acc:HGNC:8003]	Q8IXM6	NRM
MAFIP	MAFF interacting protein (pseudogene) [Source:HGNC Symbol;Acc:HGNC:31102]		
HSPA1A	heat shock protein family A (Hsp70) member 1A [Source:HGNC Symbol;Acc:HGNC:5232]	P0DMV8	HSPA1B
HSPA1A	heat shock protein family A (Hsp70) member 1A [Source:HGNC Symbol;Acc:HGNC:5232]	P0DMV8	HSPA1A
HSPA1A	heat shock protein family A (Hsp70) member 1A [Source:HGNC Symbol;Acc:HGNC:5232]		HSPA1B
HSPA1A	heat shock protein family A (Hsp70) member 1A [Source:HGNC Symbol;Acc:HGNC:5232]		HSPA1A
LENG1	leukocyte receptor cluster member 1 [Source:HGNC Symbol;Acc:HGNC:15502]	Q96BZ8	LENG1
NDUFA3	NADH:ubiquinone oxidoreductase subunit A3 [Source:HGNC Symbol;Acc:HGNC:7686]	O95167	NDUFA3
CDHR5	cadherin related family member 5 [Source:HGNC Symbol;Acc:HGNC:7521]		CDHR5
HSPA1L	heat shock protein family A (Hsp70) member 1 like [Source:HGNC Symbol;Acc:HGNC:5234]	P34931	HSPA1L
C4B_2	complement component 4B (Chido blood group), copy 2 [Source:HGNC Symbol;Acc:HGNC:42398]		C4B
C4B_2	complement component 4B (Chido blood group), copy 2 [Source:HGNC Symbol;Acc:HGNC:42398]		C4B_2
GBA1	glucosylceramidase beta 1 [Source:HGNC Symbol;Acc:HGNC:4177]		GBA
TMPRSS11E	transmembrane serine protease 11E [Source:HGNC Symbol;Acc:HGNC:24465]		TMPRSS11E
FAM120B	family with sequence similarity 120B [Source:HGNC Symbol;Acc:HGNC:21109]		FAM120B
GPSM3	G protein signaling modulator 3 [Source:HGNC Symbol;Acc:HGNC:13945]		GPSM3
LILRB1	leukocyte immunoglobulin like receptor B1 [Source:HGNC Symbol;Acc:HGNC:6605]		LILRB1
	natural cytotoxicity triggering receptor 1 [Source:NCBI gene (formerly Entrezgene);Acc:9437]		
FAM120B	family with sequence similarity 120B [Source:HGNC Symbol;Acc:HGNC:21109]	Q96EK7	FAM120B
SCT	secretin [Source:HGNC Symbol;Acc:HGNC:10607]	P09683	SCT
GPSM3	G protein signaling modulator 3 [Source:HGNC Symbol;Acc:HGNC:13945]	Q9Y4H4	GPSM3
PTDSS2	phosphatidylserine synthase 2 [Source:HGNC Symbol;Acc:HGNC:15463]		PTDSS2
DLL1	delta like canonical Notch ligand 1 [Source:HGNC Symbol;Acc:HGNC:2908]	O00548	DLL1
TMC4	transmembrane channel like 4 [Source:HGNC Symbol;Acc:HGNC:22998]		
DLL1	delta like canonical Notch ligand 1 [Source:HGNC Symbol;Acc:HGNC:2908]		DLL1
STK19	serine/threonine kinase 19 [Source:HGNC Symbol;Acc:HGNC:11398]	P49842	STK19
RDH13	retinol dehydrogenase 13 [Source:HGNC Symbol;Acc:HGNC:19978]	Q8NBN7	RDH13
LILRA6	leukocyte immunoglobulin like receptor A6 [Source:HGNC Symbol;Acc:HGNC:15495]		LILRA6
TSEN34	tRNA splicing endonuclease subunit 34 [Source:HGNC Symbol;Acc:HGNC:15506]	Q9BSV6	TSEN34
LSM2	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:13940]	Q9Y333	LSM2
TSEN34	tRNA splicing endonuclease subunit 34 [Source:HGNC Symbol;Acc:HGNC:15506]		TSEN34
HCN3	hyperpolarization activated cyclic nucleotide gated potassium channel 3 [Source:HGNC Symbol;Acc:HGNC:19183]	Q9P1Z3	HCN3
LILRA5	leukocyte immunoglobulin like receptor A5 [Source:HGNC Symbol;Acc:HGNC:16309]	A6NI73	LILRA5
ZBED9	zinc finger BED-type containing 9 [Source:HGNC Symbol;Acc:HGNC:13851]		ZBED9
ZBED9	zinc finger BED-type containing 9 [Source:HGNC Symbol;Acc:HGNC:13851]		ZNF452
OR12D2	olfactory receptor family 12 subfamily D member 2 [Source:HGNC Symbol;Acc:HGNC:8178]	P58182	OR12D2
HLA-B	major histocompatibility complex, class I, B [Source:HGNC Symbol;Acc:HGNC:4932]		HLA-B
PTPRN2	protein tyrosine phosphatase receptor type N2 [Source:HGNC Symbol;Acc:HGNC:9677]		PTPRN2
STK19	serine/threonine kinase 19 [Source:HGNC Symbol;Acc:HGNC:11398]		STK19
PRRT1	proline rich transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:13943]	Q99946	PRRT1
PRRT1	proline rich transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:13943]		PRRT1
LY6G6E	lymphocyte antigen 6 family member G6E [Source:HGNC Symbol;Acc:HGNC:13934]		LY6G6E
LY6G6E	lymphocyte antigen 6 family member G6E [Source:HGNC Symbol;Acc:HGNC:13934]		G6E
TRIM27	tripartite motif containing 27 [Source:HGNC Symbol;Acc:HGNC:9975]	P14373	TRIM27
YTHDC1	YTH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30626]	Q96MU7	YTHDC1
TRIM27	tripartite motif containing 27 [Source:HGNC Symbol;Acc:HGNC:9975]		TRIM27
DENND11	DENN domain containing 11 [Source:HGNC Symbol;Acc:HGNC:29472]	A4D1U4	DENND11
YTHDC1	YTH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30626]		YTHDC1
DENND11	DENN domain containing 11 [Source:HGNC Symbol;Acc:HGNC:29472]		DENND11
RPP21	ribonuclease P/MRP subunit p21 [Source:HGNC Symbol;Acc:HGNC:21300]	Q9H633	RPP21
OR12D3	olfactory receptor family 12 subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:13963]	Q9UGF7	OR12D3
ZNF729	zinc finger protein 729 [Source:HGNC Symbol;Acc:HGNC:32464]		ZNF729
OR2J2	olfactory receptor family 2 subfamily J member 2 [Source:HGNC Symbol;Acc:HGNC:8260]	O76002	OR2J2
ZNF676	zinc finger protein 676 [Source:HGNC Symbol;Acc:HGNC:20429]	Q8N7Q3	ZNF676
NLRP7	NLR family pyrin domain containing 7 [Source:HGNC Symbol;Acc:HGNC:22947]	Q8WX94	NLRP7
ZNF676	zinc finger protein 676 [Source:HGNC Symbol;Acc:HGNC:20429]		ZNF676
LILRA2	leukocyte immunoglobulin like receptor A2 [Source:HGNC Symbol;Acc:HGNC:6603]	Q8N149	LILRA2
ENTREP3	endosomal transmembrane epsin interactor 3 [Source:HGNC Symbol;Acc:HGNC:1233]	P81408	FAM189B
NKD2	NKD inhibitor of WNT signaling pathway 2 [Source:HGNC Symbol;Acc:HGNC:17046]	Q969F2	NKD2
LILRA2	leukocyte immunoglobulin like receptor A2 [Source:HGNC Symbol;Acc:HGNC:6603]		LILRA2
RPP21	ribonuclease P/MRP subunit p21 [Source:HGNC Symbol;Acc:HGNC:21300]		RPP21
ABHD16A	abhydrolase domain containing 16A, phospholipase [Source:HGNC Symbol;Acc:HGNC:13921]		ABHD16A
MICB	MHC class I polypeptide-related sequence B [Source:HGNC Symbol;Acc:HGNC:7091]	Q29980	MICB
OSCAR	osteoclast associated Ig-like receptor [Source:HGNC Symbol;Acc:HGNC:29960]	Q8IYS5	OSCAR
ENTREP3	endosomal transmembrane epsin interactor 3 [Source:HGNC Symbol;Acc:HGNC:1233]		FAM189B
ABHD16A	abhydrolase domain containing 16A, phospholipase [Source:HGNC Symbol;Acc:HGNC:13921]	O95870	ABHD16A
NCR1	natural cytotoxicity triggering receptor 1 [Source:HGNC Symbol;Acc:HGNC:6731]	O76036	NCR1
OSCAR	osteoclast associated Ig-like receptor [Source:HGNC Symbol;Acc:HGNC:29960]		OSCAR
TCF19	transcription factor 19 [Source:HGNC Symbol;Acc:HGNC:11629]		TCF19
DEFB104B	defensin beta 104B [Source:HGNC Symbol;Acc:HGNC:26165]	Q8WTQ1	DEFB104A
SLC12A7	solute carrier family 12 member 7 [Source:HGNC Symbol;Acc:HGNC:10915]		SLC12A7
BTNL2	butyrophilin like 2 [Source:HGNC Symbol;Acc:HGNC:1142]		BTNL2
GP6	glycoprotein VI platelet [Source:HGNC Symbol;Acc:HGNC:14388]		GP6
DEFB105B	defensin beta 105B [Source:HGNC Symbol;Acc:HGNC:29930]	Q8NG35	HEL-S-289
DEFB105B	defensin beta 105B [Source:HGNC Symbol;Acc:HGNC:29930]	Q8NG35	DEFB105A
LILRA3	leukocyte immunoglobulin like receptor A3 [Source:HGNC Symbol;Acc:HGNC:6604]	Q8N6C8	LILRA3
SSBP1	single stranded DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11317]	Q04837	SSBP1
LILRA3	leukocyte immunoglobulin like receptor A3 [Source:HGNC Symbol;Acc:HGNC:6604]		LILRA3
BTNL2	butyrophilin like 2 [Source:HGNC Symbol;Acc:HGNC:1142]	Q9UIR0	BTNL2
PRR23D1	proline rich 23 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:49420]	E9PI22	PRR23D1
TFPT	TCF3 fusion partner [Source:HGNC Symbol;Acc:HGNC:13630]	P0C1Z6	TFPT
DEFB4B	defensin beta 4B [Source:HGNC Symbol;Acc:HGNC:30193]	O15263	DEFB4A
SLC5A8	solute carrier family 5 member 8 [Source:HGNC Symbol;Acc:HGNC:19119]	Q8N695	SLC5A8
SAPCD1	suppressor APC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13938]		SAPCD1
SAPCD1	suppressor APC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13938]	Q5SSQ6	SAPCD1
